year,movie title,rating,genre,star,director,writer,country,company,score,votes,budget,gross,gross us,gross overseas,runtime,released,more success overseas
2014,Kingsman: The Secret Service,R,Action,Colin Firth,Matthew Vaughn,Jane Goldman,UK,Twentieth Century Fox Film Corporation,7.7,467659,81000000,403800000,128200000,275500000,129,2/13/2015,1
1992,The Bodyguard,R,Action,Kevin Costner,Mick Jackson,Lawrence Kasdan,USA,Kasdan Pictures,6.2,97795,25000000,411000000,122000000,289000000,129,11/25/1992,1
2013,Pacific Rim,PG-13,Action,Idris Elba,Guillermo del Toro,Travis Beacham,USA,Warner Bros.,7,407588,190000000,411000000,101800000,309200000,131,7/12/2013,1
2009,Night at the Museum: Battle of the Smithsonian,PG,Adventure,Ben Stiller,Shawn Levy,Robert Ben Garant,USA,Twentieth Century Fox Film Corporation,5.9,143636,150000000,413100000,177200000,235900000,105,5/22/2009,1
2010,The King's Speech,R,Biography,Colin Firth,Tom Hooper,David Seidler,UK,See-Saw Films,8,544927,15000000,414200000,138800000,275400000,118,12/25/2010,1
2013,The Wolverine,PG-13,Action,Hugh Jackman,James Mangold,Mark Bomback,USA,Twentieth Century Fox Film Corporation,6.7,364907,120000000,414800000,132600000,282300000,126,7/26/2013,1
2008,Sex and the City,R,Comedy,Sarah Jessica Parker,Michael Patrick King,Michael Patrick King,USA,New Line Cinema,5.5,104063,65000000,415300000,152600000,262600000,145,5/30/2008,1
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,Adventure,Ben Barnes,Michael Apted,Christopher Markus,USA,Fox 2000 Pictures,6.3,116260,155000000,415700000,104400000,311300000,113,12/10/2010,1
1999,The Mummy,PG-13,Action,Brendan Fraser,Stephen Sommers,Stephen Sommers,USA,Universal Pictures,7,340714,80000000,415900000,155400000,260500000,124,5/7/1999,1
2008,The Chronicles of Narnia: Prince Caspian,PG,Action,Ben Barnes,Andrew Adamson,Andrew Adamson,USA,Walt Disney Pictures,6.6,162829,225000000,419700000,141600000,278000000,150,5/16/2008,1
1990,Dances with Wolves,PG-13,Adventure,Kevin Costner,Kevin Costner,Michael Blake,USA,Tig Productions,8,201166,22000000,424200000,184200000,240000000,181,11/21/1990,1
2012,Django Unchained,R,Drama,Jamie Foxx,Quentin Tarantino,Quentin Tarantino,USA,The Weinstein Company,8.4,1070691,100000000,425400000,162800000,262600000,165,12/25/2012,1
2011,The Intouchables,R,Biography,François Cluzet,Olivier Nakache,Olivier Nakache,France,Quad Productions,8.6,579143,0,426600000,10200000,416400000,112,8/24/2012,1
2002,Die Another Day,PG-13,Action,Pierce Brosnan,Lee Tamahori,Ian Fleming,UK,Eon Productions,6.1,179342,142000000,432000000,160900000,271000000,133,11/22/2002,1
2001,The Mummy Returns,PG-13,Action,Brendan Fraser,Stephen Sommers,Stephen Sommers,USA,Universal Pictures,6.3,264562,98000000,433000000,202000000,231000000,130,5/4/2001,1
2003,Terminator 3: Rise of the Machines,R,Action,Arnold Schwarzenegger,Jonathan Mostow,James Cameron,USA,C-2 Pictures,6.3,326064,200000000,433400000,150400000,283000000,109,7/2/2003,1
2015,San Andreas,PG-13,Action,Dwayne Johnson,Brad Peyton,Carlton Cuse,USA,Village Roadshow Pictures,6.1,167250,110000000,441200000,142000000,299200000,114,5/29/2015,1
1993,Mrs. Doubtfire,PG-13,Comedy,Robin Williams,Chris Columbus,Anne Fine,USA,Twentieth Century Fox Film Corporation,6.9,198772,25000000,441300000,219200000,222100000,125,11/24/1993,1
2002,Men in Black II,PG-13,Action,Tommy Lee Jones,Barry Sonnenfeld,Lowell Cunningham,USA,Columbia Pictures Corporation,6.1,284356,140000000,441800000,190400000,251400000,88,7/3/2002,1
2009,Alvin and the Chipmunks: The Squeakquel,PG,Animation,Jason Lee,Betty Thomas,Jon Vitti,USA,Fox 2000 Pictures,4.5,34731,75000000,443100000,219600000,223500000,88,12/23/2009,1
1999,Tarzan,G,Animation,Tony Goldwyn,Chris Buck,Tab Murphy,USA,Walt Disney Pictures,7.2,160561,130000000,448200000,171100000,277100000,88,6/18/1999,1
2001,Pearl Harbor,PG-13,Action,Ben Affleck,Michael Bay,Randall Wallace,USA,Touchstone Pictures,6.1,272170,140000000,449200000,198500000,250700000,183,5/25/2001,1
2011,Thor,PG-13,Action,Chris Hemsworth,Kenneth Branagh,Ashley Miller,USA,Paramount Pictures,7,585830,150000000,449300000,181000000,268300000,115,5/6/2011,1
2001,Ocean's Eleven,PG-13,Crime,George Clooney,Steven Soderbergh,George Clayton Johnson,USA,Warner Bros.,7.8,434421,85000000,450700000,183400000,267300000,116,12/7/2001,1
2006,300,R,Action,Gerard Butler,Zack Snyder,Zack Snyder,USA,Warner Bros.,7.7,648211,65000000,456100000,210600000,245500000,117,3/9/2007,1
2003,The Last Samurai,R,Action,Tom Cruise,Edward Zwick,John Logan,USA,Warner Bros.,7.7,340268,140000000,456800000,111100000,345600000,154,12/5/2003,1
2007,National Treasure: Book of Secrets,PG,Action,Nicolas Cage,Jon Turteltaub,Marianne Wibberley,USA,Walt Disney Pictures,6.5,193052,130000000,457400000,220000000,237400000,124,12/21/2007,1
1992,Gladiator,R,Action,Cuba Gooding Jr.,Rowdy Herrington,Djordje Milicevic,USA,Columbia Pictures Corporation,6.4,7094,0,457600000,187700000,269900000,101,3/6/1992,1
2000,Gladiator,R,Action,Russell Crowe,Ridley Scott,David Franzoni,USA,DreamWorks,8.5,1081122,103000000,457600000,187700000,269900000,155,5/5/2000,1
1996,Mission: Impossible,PG-13,Action,Tom Cruise,Brian De Palma,Bruce Geller,USA,Paramount Pictures,7.1,323291,80000000,457700000,181000000,276700000,110,5/22/1996,1
2014,Lucy,R,Action,Scarlett Johansson,Luc Besson,Luc Besson,France,EuropaCorp,6.4,363219,40000000,458900000,126700000,332200000,89,7/25/2014,1
1990,Pretty Woman,R,Comedy,Richard Gere,Garry Marshall,J.F. Lawton,USA,Touchstone Pictures,7,233319,14000000,463400000,178400000,285000000,119,3/23/1990,1
1999,The Matrix,R,Action,Keanu Reeves,Lana Wachowski,Lilly Wachowski,USA,Warner Bros.,8.7,1339820,63000000,463500000,171500000,292000000,136,3/31/1999,1
2013,Star Trek Into Darkness,PG-13,Action,Chris Pine,J.J. Abrams,Roberto Orci,USA,Paramount Pictures,7.8,423966,190000000,467400000,228800000,238600000,132,5/16/2013,1
2012,Wreck-It Ralph,PG,Animation,John C. Reilly,Rich Moore,Rich Moore,USA,Walt Disney Animation Studios,7.7,298207,165000000,471200000,189400000,281800000,101,11/2/2012,1
1989,Indiana Jones and the Last Crusade,PG-13,Action,Harrison Ford,Steven Spielberg,Jeffrey Boam,USA,Paramount Pictures,8.3,566432,48000000,474200000,197200000,277000000,127,5/24/1989,1
2005,Charlie and the Chocolate Factory,PG,Adventure,Johnny Depp,Tim Burton,Roald Dahl,USA,Warner Bros.,6.7,350762,150000000,475000000,206500000,268500000,115,7/15/2005,1
2005,Mr. & Mrs. Smith,PG-13,Action,Brad Pitt,Doug Liman,Simon Kinberg,USA,Regency Enterprises,6.5,379073,120000000,478200000,186300000,291900000,120,6/10/2005,1
1998,Saving Private Ryan,R,Drama,Tom Hanks,Steven Spielberg,Robert Rodat,USA,DreamWorks,8.6,979007,70000000,481800000,216500000,265300000,169,7/24/1998,1
2011,Rise of the Planet of the Apes,PG-13,Action,James Franco,Rupert Wyatt,Rick Jaffa,USA,Twentieth Century Fox Film Corporation,7.6,439105,93000000,481800000,176800000,305000000,105,8/5/2011,1
2011,Rio,G,Animation,Jesse Eisenberg,Carlos Saldanha,Carlos Saldanha,USA,Twentieth Century Fox Animation,6.9,177152,90000000,484600000,143600000,341000000,96,4/15/2011,1
2009,Angels & Demons,PG-13,Mystery,Tom Hanks,Ron Howard,David Koepp,USA,Columbia Pictures,6.7,232877,150000000,485900000,133400000,352600000,138,5/15/2009,1
2010,Clash of the Titans,PG-13,Action,Sam Worthington,Louis Leterrier,Travis Beacham,USA,Warner Bros.,5.8,241875,125000000,493200000,163200000,330000000,106,4/2/2010,1
2013,Oz the Great and Powerful,PG,Adventure,James Franco,Sam Raimi,Mitchell Kapner,USA,Walt Disney Pictures,6.3,183680,215000000,493300000,234900000,258400000,130,3/8/2013,1
1996,Twister,PG-13,Action,Helen Hunt,Jan de Bont,Michael Crichton,USA,Warner Bros.,6.3,152463,92000000,494500000,241700000,252800000,113,5/10/1996,1
2010,How to Train Your Dragon,PG,Animation,Jay Baruchel,Dean DeBlois,William Davies,USA,DreamWorks Animation,8.1,538360,165000000,494900000,217600000,277300000,98,3/26/2010,1
2004,Troy,R,Drama,Brad Pitt,Wolfgang Petersen,Homer,USA,Warner Bros.,7.2,414038,175000000,497400000,133400000,364000000,163,5/14/2004,1
2014,Rio 2,G,Animation,Jesse Eisenberg,Carlos Saldanha,Don Rhymer,USA,Twentieth Century Fox Animation,6.3,64550,103000000,500200000,131500000,368700000,101,4/11/2014,1
1992,Aladdin,G,Animation,Scott Weinger,Ron Clements,Ron Clements,USA,Walt Disney Pictures,8,287068,28000000,504100000,217400000,286700000,90,11/25/1992,1
1990,Ghost,PG-13,Drama,Patrick Swayze,Jerry Zucker,Bruce Joel Rubin,USA,Paramount Pictures,7,164846,22000000,505700000,217600000,288100000,127,7/13/1990,1
1991,Terminator 2: Judgment Day,R,Action,Arnold Schwarzenegger,James Cameron,James Cameron,USA,Carolco Pictures,8.5,813779,102000000,519800000,204800000,315000000,137,7/3/1991,1
2009,Sherlock Holmes,PG-13,Action,Robert Downey Jr.,Guy Ritchie,Michael Robert Johnson,USA,Warner Bros.,7.6,511547,90000000,524000000,209000000,315000000,128,12/25/2009,1
2007,The Simpsons Movie,PG-13,Animation,Dan Castellaneta,David Silverman,James L. Brooks,USA,Twentieth Century Fox Film Corporation,7.4,273363,75000000,527100000,183100000,343900000,87,7/27/2007,1
2005,Madagascar,PG,Animation,Chris Rock,Eric Darnell,Mark Burton,USA,DreamWorks Animation,6.9,294387,75000000,532700000,193600000,339100000,86,5/27/2005,1
2015,Cinderella,PG,Drama,Lily James,Kenneth Branagh,Chris Weitz,USA,Allison Shearmur Productions,7,121576,95000000,539000000,200300000,338700000,105,3/13/2015,1
2012,Brave,PG,Animation,Kelly Macdonald,Mark Andrews,Brenda Chapman,USA,Walt Disney Pictures,7.2,302017,185000000,539000000,237300000,301700000,93,6/22/2012,1
2013,World War Z,PG-13,Action,Brad Pitt,Marc Forster,Matthew Michael Carnahan,USA,Paramount Pictures,7,507319,190000000,540000000,202400000,337600000,116,6/21/2013,1
2010,Despicable Me,PG,Animation,Steve Carell,Pierre Coffin,Cinco Paul,USA,Universal Pictures,7.7,422190,69000000,543100000,251500000,291600000,95,7/9/2010,1
2004,The Day After Tomorrow,PG-13,Action,Dennis Quaid,Roland Emmerich,Roland Emmerich,USA,Twentieth Century Fox Film Corporation,6.4,356977,125000000,544300000,186700000,357500000,124,5/28/2004,1
2011,Sherlock Holmes: A Game of Shadows,PG-13,Action,Robert Downey Jr.,Guy Ritchie,Michele Mulroney,USA,Warner Bros.,7.5,365008,125000000,545400000,186800000,358600000,129,12/16/2011,1
2000,Mission: Impossible II,PG-13,Action,Tom Cruise,John Woo,Bruce Geller,USA,Paramount Pictures,6.1,260493,125000000,546400000,215400000,331000000,123,5/24/2000,1
2012,Ted,R,Comedy,Mark Wahlberg,Seth MacFarlane,Seth MacFarlane,USA,Universal Pictures,7,503464,50000000,549400000,218800000,330600000,106,6/29/2012,1
2005,King Kong,PG-13,Action,Naomi Watts,Peter Jackson,Fran Walsh,New Zealand,Universal Pictures,7.2,340976,207000000,550500000,218100000,332400000,187,12/14/2005,1
1998,Armageddon,PG-13,Action,Bruce Willis,Michael Bay,Jonathan Hensleigh,USA,Touchstone Pictures,6.6,344203,140000000,553700000,201600000,352100000,151,7/1/1998,1
2011,Puss in Boots,PG,Animation,Antonio Banderas,Chris Miller,Tom Wheeler,USA,DreamWorks Animation,6.7,122582,130000000,555000000,149300000,405700000,90,10/28/2011,1
2011,Cars 2,G,Animation,Owen Wilson,John Lasseter,John Lasseter,USA,Walt Disney Pictures,6.2,116477,200000000,559900000,191500000,368400000,106,6/24/2011,1
2011,The Smurfs,PG,Animation,Hank Azaria,Raja Gosnell,J. David Stem,USA,Columbia Pictures,5.5,71925,110000000,563700000,142600000,421100000,100,7/29/2011,1
2015,Fifty Shades of Grey,R,Drama,Dakota Johnson,Sam Taylor-Johnson,Kelly Marcel,USA,Focus Features,4.1,250086,40000000,569700000,166200000,403500000,125,2/13/2015,1
2006,Night at the Museum,PG,Adventure,Ben Stiller,Shawn Levy,Robert Ben Garant,USA,Twentieth Century Fox Film Corporation,6.4,257969,110000000,574500000,250900000,323600000,108,12/22/2006,1
2007,I Am Legend,PG-13,Drama,Will Smith,Francis Lawrence,Mark Protosevich,USA,Warner Bros.,7.2,579646,150000000,585300000,256400000,329000000,101,12/14/2007,1
2008,Quantum of Solace,PG-13,Action,Daniel Craig,Marc Forster,Paul Haggis,UK,Metro-Goldwyn-Mayer (MGM),6.6,353784,200000000,586100000,168400000,417700000,106,11/14/2008,1
2011,The Hangover Part II,R,Comedy,Bradley Cooper,Todd Phillips,Craig Mazin,USA,Warner Bros.,6.5,402097,80000000,586800000,254500000,332300000,102,5/26/2011,1
2013,The Croods,PG,Animation,Nicolas Cage,Kirk De Micco,Chris Sanders,USA,DreamWorks Animation,7.2,163313,135000000,587200000,187200000,400000000,98,3/22/2013,1
1997,Men in Black,PG-13,Adventure,Tommy Lee Jones,Barry Sonnenfeld,Lowell Cunningham,USA,Columbia Pictures Corporation,7.3,438633,90000000,589400000,250700000,338700000,98,7/2/1997,1
2005,War of the Worlds,PG-13,Adventure,Tom Cruise,Steven Spielberg,Josh Friedman,USA,Paramount Pictures,6.5,357995,132000000,591700000,234300000,357500000,116,6/29/2005,1
2010,Tangled,PG,Animation,Mandy Moore,Nathan Greno,Dan Fogelman,USA,Walt Disney Animation Studios,7.8,325621,260000000,591800000,200800000,391000000,100,11/24/2010,1
2006,Casino Royale,PG-13,Action,Daniel Craig,Martin Campbell,Neal Purvis,UK,Columbia Pictures,8,503887,150000000,599000000,167400000,431600000,144,11/17/2006,1
2008,Madagascar: Escape 2 Africa,PG,Animation,Ben Stiller,Eric Darnell,Etan Cohen,USA,DreamWorks Animation,6.7,162026,150000000,603900000,180000000,423900000,89,11/7/2008,1
2012,Life of Pi,PG,Adventure,Suraj Sharma,Ang Lee,Yann Martel,USA,Fox 2000 Pictures,7.9,482766,120000000,609000000,125000000,484000000,127,11/21/2012,1
2008,Mamma Mia!,PG-13,Comedy,Meryl Streep,Phyllida Lloyd,Catherine Johnson,USA,Universal Pictures,6.4,157292,52000000,609800000,144100000,465700000,108,7/18/2008,1
1997,The Lost World: Jurassic Park,PG-13,Action,Jeff Goldblum,Steven Spielberg,Michael Crichton,USA,Universal Pictures,6.5,305054,73000000,618600000,229100000,389600000,129,5/23/1997,1
2014,How to Train Your Dragon 2,PG,Animation,Jay Baruchel,Dean DeBlois,Dean DeBlois,USA,DreamWorks Animation,7.8,243596,145000000,618900000,177000000,441900000,102,6/13/2014,1
2007,Ratatouille,G,Animation,Brad Garrett,Brad Bird,Brad Bird,USA,Pixar Animation Studios,8,516560,150000000,623700000,206400000,417300000,111,6/29/2007,1
2008,Hancock,PG-13,Action,Will Smith,Peter Berg,Vincent Ngo,USA,Columbia Pictures,6.4,375055,150000000,624400000,227900000,396400000,92,7/2/2008,1
2011,Fast Five,PG-13,Action,Vin Diesel,Justin Lin,Chris Morgan,USA,Universal Pictures,7.3,307369,125000000,626100000,209800000,416300000,130,4/29/2011,1
2004,The Incredibles,PG,Animation,Craig T. Nelson,Brad Bird,Brad Bird,USA,Pixar Animation Studios,8,520926,92000000,631400000,261400000,370000000,115,11/5/2004,1
2008,Kung Fu Panda,PG,Animation,Jack Black,Mark Osborne,Jonathan Aibel,USA,DreamWorks Animation,7.6,339024,130000000,631700000,215400000,416300000,92,6/6/2008,1
2013,Thor: The Dark World,PG-13,Action,Chris Hemsworth,Alan Taylor,Christopher Yost,USA,Marvel Studios,7,456007,170000000,644800000,206400000,438400000,112,11/8/2013,1
2002,Star Wars: Episode II - Attack of the Clones,PG,Action,Hayden Christensen,George Lucas,George Lucas,USA,Lucasfilm,6.6,510731,115000000,649400000,310700000,338700000,142,5/16/2002,1
2014,Big Hero 6,PG,Animation,Ryan Potter,Don Hall,Jordan Roberts,USA,FortyFour Studios,7.8,320396,165000000,652100000,222500000,429600000,102,11/7/2014,1
2003,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,Action,Johnny Depp,Gore Verbinski,Ted Elliott,USA,Walt Disney Pictures,8,886092,140000000,654300000,305400000,348900000,143,7/9/2003,1
2006,Ice Age: The Meltdown,PG,Animation,Ray Romano,Carlos Saldanha,Peter Gaulke,USA,Twentieth Century Fox Animation,6.9,211943,80000000,660900000,195300000,465600000,91,3/31/2006,1
2011,Kung Fu Panda 2,PG,Animation,Jack Black,Jennifer Yuh Nelson,Jonathan Aibel,USA,DreamWorks Animation,7.3,203107,150000000,665700000,165200000,500400000,90,5/26/2011,1
2013,Man of Steel,PG-13,Action,Henry Cavill,Zack Snyder,David S. Goyer,USA,Warner Bros.,7.1,590734,225000000,668000000,291000000,377000000,143,6/14/2013,1
2014,Interstellar,PG-13,Adventure,Matthew McConaughey,Christopher Nolan,Jonathan Nolan,USA,Paramount Pictures,8.6,1095553,165000000,672700000,188000000,484700000,169,11/7/2014,1
1999,The Sixth Sense,PG-13,Drama,Bruce Willis,M. Night Shyamalan,M. Night Shyamalan,USA,Hollywood Pictures,8.1,766528,40000000,672800000,293500000,379300000,107,8/6/1999,1
1994,Forrest Gump,PG-13,Comedy,Tom Hanks,Robert Zemeckis,Winston Groom,USA,Paramount Pictures,8.8,1402876,55000000,677900000,330300000,347700000,142,7/6/1994,1
2011,Mission: Impossible - Ghost Protocol,PG-13,Action,Tom Cruise,Brad Bird,Bruce Geller,USA,Paramount Pictures,7.4,388730,145000000,694700000,209400000,485300000,132,12/21/2011,1
2010,The Twilight Saga: Eclipse,PG-13,Adventure,Kristen Stewart,David Slade,Melissa Rosenberg,USA,Summit Entertainment,4.9,195941,68000000,698500000,300500000,398000000,124,6/30/2010,1
2014,Dawn of the Planet of the Apes,PG-13,Action,Gary Oldman,Matt Reeves,Mark Bomback,USA,Chernin Entertainment,7.6,355042,170000000,708800000,208500000,500300000,130,7/11/2014,1
2014,The Amazing Spider-Man 2,PG-13,Action,Andrew Garfield,Marc Webb,Alex Kurtzman,USA,Marvel Enterprises,6.7,352313,200000000,709000000,202900000,506100000,142,5/2/2014,1
2007,Transformers,PG-13,Action,Shia LaBeouf,Michael Bay,Roberto Orci,USA,DreamWorks,7.1,541000,150000000,709700000,319200000,390500000,144,7/3/2007,1
2009,The Twilight Saga: New Moon,PG-13,Adventure,Kristen Stewart,Chris Weitz,Melissa Rosenberg,USA,Temple Hill Entertainment,4.6,232524,50000000,709800000,296600000,413200000,130,11/20/2009,1
2014,Captain America: The Winter Soldier,PG-13,Action,Chris Evans,Anthony Russo,Christopher Markus,USA,Marvel Entertainment,7.8,559974,170000000,714800000,259800000,455000000,136,4/4/2014,1
2013,Gravity,PG-13,Drama,Sandra Bullock,Alfonso Cuarón,Alfonso Cuarón,UK,Warner Bros.,7.8,638007,100000000,716400000,274100000,442300000,91,10/4/2013,1
2009,Up,PG,Animation,Edward Asner,Pete Docter,Pete Docter,USA,Pixar Animation Studios,8.3,743601,175000000,731300000,293000000,438300000,96,5/29/2009,1
2003,The Matrix Reloaded,R,Action,Keanu Reeves,Lana Wachowski,Lilly Wachowski,USA,Warner Bros.,7.2,446954,150000000,742100000,281600000,460600000,138,5/15/2003,1
2013,Monsters University,G,Animation,Billy Crystal,Dan Scanlon,Dan Scanlon,USA,Walt Disney Pictures,7.3,258992,200000000,743600000,268500000,475100000,104,6/21/2013,1
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,Adventure,Tilda Swinton,Andrew Adamson,Ann Peacock,USA,Walt Disney Pictures,6.9,310549,180000000,745000000,291700000,453300000,143,12/9/2005,1
2012,Madagascar 3: Europe's Most Wanted,PG,Animation,Ben Stiller,Eric Darnell,Eric Darnell,USA,DreamWorks Animation,6.9,130435,145000000,746900000,216400000,530500000,100,6/8/2012,1
2014,X-Men: Days of Future Past,PG-13,Action,Patrick Stewart,Bryan Singer,Simon Kinberg,USA,Twentieth Century Fox Film Corporation,8,565997,200000000,748100000,233900000,514200000,132,5/23/2014,1
2014,The Hunger Games: Mockingjay - Part 1,PG-13,Action,Jennifer Lawrence,Francis Lawrence,Peter Craig,USA,Color Force,6.7,341715,125000000,752100000,337100000,415000000,123,11/21/2014,1
2010,Shrek Forever After,PG,Animation,Mike Myers,Mike Mitchell,William Steig,USA,DreamWorks Animation,6.3,150636,165000000,752600000,238700000,513900000,93,5/21/2010,1
2012,The Amazing Spider-Man,PG-13,Action,Andrew Garfield,Marc Webb,James Vanderbilt,USA,Columbia Pictures,7,484931,230000000,757900000,262000000,495900000,136,7/3/2012,1
2006,The Da Vinci Code,PG-13,Mystery,Tom Hanks,Ron Howard,Akiva Goldsman,USA,Columbia Pictures,6.6,345008,125000000,758200000,217500000,540700000,149,5/19/2006,1
2014,Maleficent,PG,Action,Angelina Jolie,Robert Stromberg,Linda Woolverton,USA,Roth Films,7,275137,180000000,758400000,241400000,517000000,97,5/30/2014,1
